time,streamflow
2022-05-06,0.33874999242834747
2022-05-07,0.36291665855484706
2022-05-08,0.3716666583592693
2022-05-09,0.3708333250445624
2022-05-10,0.3674999917857349
2022-05-11,0.3445833256312956
2022-05-12,0.31333332632978755
2022-05-13,0.2870833269165208
2022-05-14,0.27124999393709004
2022-05-15,0.2687499939929694
2022-05-16,0.2862499936018139
2022-05-17,0.3249999927356839
2022-05-18,0.35999999195337296
2022-05-19,0.3887499913107604
2022-05-20,0.42291665721374255
2022-05-21,0.4254166571578632
2022-05-22,0.40249999100342393
2022-05-23,0.3708333250445624
2022-05-24,0.3362499924842268
2022-05-25,0.2941666600915293
2022-05-26,0.2620833274753143
2022-05-27,0.23791666134881476
2022-05-28,0.21666666182378927
2022-05-29,0.19916666221494475
2022-05-30,0.18333332923551401
2022-05-31,0.16958332954285046
2022-06-01,0.15958332976636788
2022-06-02,0.14999999664723873
2022-06-03,0.14124999684281647
2022-06-04,0.13416666366780797
2022-06-05,0.12874999712221324
2022-06-06,0.11999999731779099
2022-06-07,0.1149999974295497
2022-06-08,0.1099999975413084
2022-06-09,0.10374999768100679
2022-06-10,0.09999999776482582
2022-06-11,0.09458333121923108
2022-06-12,0.08999999798834324
2022-06-13,0.08916666467363636
2022-06-14,0.07999999821186066
2022-06-15,0.07999999821186066
2022-06-16,0.07874999823980033
2022-06-17,0.06999999843537807
2022-06-18,0.06999999843537807
2022-06-19,0.06999999843537807
2022-06-20,0.06458333188978334
2022-06-21,0.05999999865889549
2022-06-22,0.05999999865889549
2022-06-23,0.05999999865889549
2022-06-24,0.05999999865889549
2022-06-25,0.04999999888241291
2022-06-26,0.04999999888241291
2022-06-27,0.04999999888241291
2022-06-28,0.04999999888241291
2022-06-29,0.04999999888241291
2022-06-30,0.04999999888241291
2022-07-01,0.03999999910593033
2022-07-02,0.03999999910593033
2022-07-03,0.03999999910593033
2022-07-04,0.03999999910593033
2022-07-05,0.03999999910593033
2022-07-06,0.03999999910593033
2022-07-07,0.03999999910593033
2022-07-08,0.03999999910593033
2022-07-09,0.03583333253239592
2022-07-10,0.029999999329447746
2022-07-11,0.029999999329447746
2022-07-12,0.029999999329447746
2022-07-13,0.029999999329447746
2022-07-14,0.029999999329447746
2022-07-15,0.029999999329447746
2022-07-16,0.029999999329447746
2022-07-17,0.029999999329447746
2022-07-18,0.029999999329447746
2022-07-19,0.029999999329447746
2022-07-20,0.029999999329447746
2022-07-21,0.029999999329447746
2022-07-22,0.02333333281179269
2022-07-23,0.019999999552965164
2022-07-24,0.019999999552965164
2022-07-25,0.019999999552965164
2022-07-26,0.019999999552965164
2022-07-27,0.019999999552965164
2022-07-28,0.019999999552965164
2022-07-29,0.019999999552965164
2022-07-30,0.019999999552965164
2022-07-31,0.019999999552965164
2022-08-01,0.019999999552965164
2022-08-02,0.019999999552965164
2022-08-03,0.019999999552965164
2022-08-04,0.019999999552965164
2022-08-05,0.019999999552965164
2022-08-06,0.019999999552965164
2022-08-07,0.019999999552965164
2022-08-08,0.019999999552965164
2022-08-09,0.019999999552965164
2022-08-10,0.019999999552965164
2022-08-11,0.019999999552965164
2022-08-12,0.01874999958090484
2022-08-13,0.009999999776482582
2022-08-14,0.009999999776482582
2022-08-15,0.009999999776482582
2022-08-16,0.009999999776482582
2022-08-17,0.009999999776482582
2022-08-18,0.009999999776482582
2022-08-19,0.009999999776482582
2022-08-20,0.009999999776482582
2022-08-21,0.009999999776482582
2022-08-22,0.009999999776482582
2022-08-23,0.009999999776482582
2022-08-24,0.009999999776482582
2022-08-25,0.009999999776482582
2022-08-26,0.009999999776482582
2022-08-27,0.009999999776482582
2022-08-28,0.009999999776482582
2022-08-29,0.009999999776482582
2022-08-30,0.009999999776482582
2022-08-31,0.009999999776482582
2022-09-01,0.009999999776482582
2022-09-02,0.009999999776482582
2022-09-03,0.009999999776482582
2022-09-04,0.009999999776482582
2022-09-05,0.009999999776482582
2022-09-06,0.009999999776482582
2022-09-07,0.009999999776482582
2022-09-08,0.009999999776482582
2022-09-09,0.009999999776482582
2022-09-10,0.009999999776482582
2022-09-11,0.009999999776482582
2022-09-12,0.009999999776482582
2022-09-13,0.009999999776482582
2022-09-14,0.009999999776482582
2022-09-15,0.009999999776482582
2022-09-16,0.009999999776482582
2022-09-17,0.009999999776482582
2022-09-18,0.009999999776482582
2022-09-19,0.009999999776482582
2022-09-20,0.009999999776482582
2022-09-21,0.009999999776482582
2022-09-22,0.009999999776482582
2022-09-23,0.009999999776482582
2022-09-24,0.009999999776482582
2022-09-25,0.009999999776482582
2022-09-26,0.009999999776482582
2022-09-27,0.009999999776482582
2022-09-28,0.009999999776482582
2022-09-29,0.009999999776482582
2022-09-30,0.009999999776482582
2022-10-01,0.009999999776482582
2022-10-02,0.009999999776482582
2022-10-03,0.009999999776482582
2022-10-04,0.009999999776482582
2022-10-05,0.009999999776482582
2022-10-06,0.009999999776482582
2022-10-07,0.009999999776482582
2022-10-08,0.009999999776482582
2022-10-09,0.009999999776482582
2022-10-10,0.009999999776482582
2022-10-11,0.009999999776482582
2022-10-12,0.009999999776482582
2022-10-13,0.009999999776482582
2022-10-14,0.009999999776482582
2022-10-15,0.009999999776482582
2022-10-16,0.009999999776482582
2022-10-17,0.009999999776482582
2022-10-18,0.009999999776482582
2022-10-19,0.009999999776482582
2022-10-20,0.009999999776482582
2022-10-21,0.009999999776482582
2022-10-22,0.009999999776482582
2022-10-23,0.009999999776482582
2022-10-24,0.009999999776482582
2022-10-25,0.009999999776482582
2022-10-26,0.009999999776482582
2022-10-27,0.009999999776482582
2022-10-28,0.009999999776482582
2022-10-29,0.009999999776482582
2022-10-30,0.009999999776482582
2022-10-31,0.009999999776482582
2022-11-01,0.009999999776482582
2022-11-02,0.009999999776482582
2022-11-03,0.009999999776482582
2022-11-04,0.009999999776482582
2022-11-05,0.0091666664617757
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
